,9.999999999999999e-10,4.641588833612772e-09,2.1544346900318822e-08,1e-07,4.6415888336127725e-07,2.1544346900318822e-06,9.999999999999999e-06,4.641588833612773e-05,0.00021544346900318823,0.001,0.004641588833612772,0.021544346900318822,0.09999999999999999,0.46415888336127725,2.1544346900318776,10.0
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
11,0.6507936507936508,0.6507936507936508,0.6507936507936508,0.6507936507936508,0.6507936507936508,0.6507936507936508,0.6507936507936508,0.6507936507936508,0.6428571428571428,0.6587301587301587,0.6428571428571428,0.5158730158730159,0.5,0.5,0.5,0.5
21,0.6825396825396824,0.6825396825396824,0.6825396825396824,0.6825396825396824,0.6825396825396824,0.6746031746031745,0.6746031746031745,0.6825396825396827,0.7063492063492064,0.6825396825396824,0.6746031746031745,0.5238095238095238,0.5,0.5,0.5,0.5
31,0.6984126984126985,0.6984126984126985,0.6984126984126985,0.6984126984126985,0.7063492063492064,0.7142857142857143,0.7380952380952381,0.746031746031746,0.746031746031746,0.6984126984126983,0.6746031746031745,0.5396825396825397,0.5,0.5,0.5,0.5
41,0.753968253968254,0.753968253968254,0.753968253968254,0.753968253968254,0.753968253968254,0.753968253968254,0.7698412698412698,0.753968253968254,0.7698412698412698,0.7936507936507936,0.7380952380952381,0.5952380952380952,0.5,0.5,0.5,0.5
51,0.7698412698412698,0.7698412698412698,0.7698412698412698,0.7698412698412698,0.7619047619047619,0.746031746031746,0.7698412698412698,0.7777777777777777,0.7777777777777777,0.8015873015873015,0.7380952380952381,0.6666666666666666,0.5,0.5,0.5,0.5
61,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7380952380952381,0.7619047619047619,0.8015873015873017,0.7857142857142857,0.7301587301587302,0.6666666666666666,0.5158730158730159,0.5,0.5,0.5
71,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.746031746031746,0.753968253968254,0.746031746031746,0.7698412698412698,0.753968253968254,0.7301587301587301,0.6825396825396824,0.5396825396825397,0.5,0.5,0.5
81,0.7063492063492064,0.7063492063492064,0.7063492063492064,0.7063492063492064,0.7142857142857143,0.7380952380952381,0.7619047619047619,0.7619047619047619,0.8015873015873017,0.753968253968254,0.7222222222222222,0.6825396825396827,0.5555555555555555,0.5079365079365079,0.5,0.5
91,0.7301587301587301,0.7301587301587301,0.7301587301587301,0.7301587301587301,0.7301587301587301,0.7301587301587302,0.7698412698412699,0.7619047619047619,0.7936507936507936,0.7619047619047619,0.7301587301587302,0.6904761904761906,0.5634920634920634,0.5079365079365079,0.5,0.5
101,0.6507936507936508,0.6507936507936508,0.6507936507936508,0.6428571428571429,0.6507936507936508,0.6746031746031745,0.7142857142857143,0.753968253968254,0.7936507936507938,0.7936507936507936,0.7301587301587302,0.6904761904761904,0.5714285714285715,0.5079365079365079,0.5,0.5
111,0.6428571428571428,0.6428571428571428,0.6428571428571428,0.6507936507936508,0.6746031746031745,0.7063492063492064,0.753968253968254,0.7380952380952381,0.7698412698412698,0.7698412698412699,0.746031746031746,0.6904761904761906,0.5952380952380952,0.5079365079365079,0.5,0.5
121,0.6746031746031745,0.6746031746031745,0.6746031746031745,0.6904761904761904,0.7380952380952381,0.7142857142857143,0.7222222222222222,0.7619047619047619,0.7777777777777777,0.7936507936507936,0.7222222222222223,0.7142857142857143,0.6031746031746033,0.5079365079365079,0.5,0.5
131,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7222222222222223,0.6825396825396824,0.7619047619047619,0.7857142857142857,0.7777777777777777,0.7936507936507936,0.7380952380952381,0.7142857142857143,0.6031746031746033,0.5079365079365079,0.5,0.5
141,0.6984126984126985,0.6984126984126985,0.7063492063492064,0.6904761904761904,0.6904761904761904,0.6507936507936508,0.7222222222222223,0.746031746031746,0.7777777777777778,0.7857142857142857,0.746031746031746,0.7222222222222222,0.626984126984127,0.5079365079365079,0.5,0.5
151,0.5873015873015873,0.5873015873015873,0.611111111111111,0.6349206349206349,0.6746031746031745,0.6666666666666666,0.7380952380952381,0.7777777777777777,0.7777777777777778,0.8015873015873015,0.753968253968254,0.7222222222222222,0.6349206349206349,0.5079365079365079,0.5,0.5
161,0.5793650793650794,0.5634920634920635,0.6031746031746031,0.6349206349206349,0.6825396825396824,0.6904761904761906,0.7301587301587301,0.7698412698412698,0.8015873015873015,0.8015873015873015,0.753968253968254,0.7301587301587302,0.6428571428571428,0.5079365079365079,0.5,0.5
