,1e-08,2.6366508987303555e-08,6.951927961775605e-08,1.8329807108324375e-07,4.832930238571752e-07,1.274274985703132e-06,3.359818286283781e-06,8.858667904100832e-06,2.3357214690901213e-05,6.158482110660255e-05,0.00016237767391887208,0.00042813323987193956,0.0011288378916846883,0.002976351441631313,0.007847599703514606,0.0206913808111479,0.05455594781168514,0.14384498882876598,0.37926901907322463,1.0
1,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944
11,0.8098591549295775,0.8098591549295775,0.8098591549295775,0.8098591549295775,0.8098591549295775,0.8098591549295775,0.8098591549295775,0.8098591549295775,0.8098591549295775,0.8098591549295775,0.8098591549295775,0.8098591549295775,0.8098591549295775,0.823943661971831,0.823943661971831,0.8169014084507042,0.823943661971831,0.8169014084507042,0.7535211267605634,0.6408450704225352
21,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8309859154929577,0.8028169014084507,0.704225352112676
31,0.880281690140845,0.880281690140845,0.880281690140845,0.880281690140845,0.880281690140845,0.880281690140845,0.880281690140845,0.880281690140845,0.880281690140845,0.880281690140845,0.880281690140845,0.880281690140845,0.8873239436619718,0.880281690140845,0.8661971830985915,0.880281690140845,0.8873239436619718,0.8661971830985915,0.8450704225352113,0.7746478873239436
41,0.8591549295774648,0.8591549295774648,0.8591549295774648,0.8591549295774648,0.8591549295774648,0.8591549295774648,0.8591549295774648,0.8591549295774648,0.8591549295774648,0.8591549295774648,0.8661971830985915,0.8732394366197183,0.8732394366197183,0.8732394366197183,0.8661971830985915,0.8732394366197183,0.880281690140845,0.8661971830985915,0.8450704225352113,0.8098591549295775
51,0.8380281690140845,0.8380281690140845,0.8380281690140845,0.8380281690140845,0.8380281690140845,0.8380281690140845,0.8380281690140845,0.8380281690140845,0.8380281690140845,0.8380281690140845,0.8450704225352113,0.8450704225352113,0.852112676056338,0.8661971830985915,0.8591549295774648,0.880281690140845,0.9014084507042253,0.8873239436619719,0.852112676056338,0.823943661971831
61,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8591549295774648,0.852112676056338,0.852112676056338,0.8732394366197183,0.8591549295774648,0.8661971830985915,0.8873239436619719,0.8591549295774648,0.8450704225352113
71,0.823943661971831,0.823943661971831,0.823943661971831,0.823943661971831,0.823943661971831,0.823943661971831,0.823943661971831,0.823943661971831,0.823943661971831,0.8380281690140845,0.8661971830985915,0.8661971830985915,0.8661971830985915,0.8732394366197183,0.8661971830985915,0.8732394366197183,0.8732394366197183,0.8873239436619718,0.880281690140845,0.852112676056338
81,0.8169014084507042,0.8169014084507042,0.8169014084507042,0.8169014084507042,0.8169014084507042,0.8169014084507042,0.8169014084507042,0.8169014084507042,0.823943661971831,0.8309859154929577,0.8380281690140845,0.852112676056338,0.8873239436619718,0.8732394366197183,0.8873239436619718,0.8732394366197183,0.880281690140845,0.880281690140845,0.8732394366197183,0.852112676056338
