,0.0008376776400682924,0.0022189823414589696,0.0058780160722749115,0.015570684047537317,0.04124626382901348,0.10926008611173779,0.28942661247167517,0.7666822074546222,2.030917620904739,5.379838403443676,14.251026703029963,37.750532053243916,100.0
1,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944
11,0.8215962441314554,0.8215962441314554,0.835680751173709,0.835680751173709,0.8262910798122066,0.8215962441314554,0.7746478873239436,0.6995305164319249,0.596244131455399,0.5774647887323944,0.5774647887323944,0.5774647887323944,0.5774647887323944
21,0.8591549295774646,0.8544600938967136,0.8497652582159624,0.8497652582159624,0.84037558685446,0.835680751173709,0.7981220657276995,0.7417840375586855,0.6572769953051644,0.5868544600938966,0.5774647887323944,0.5774647887323944,0.5774647887323944
31,0.8544600938967135,0.863849765258216,0.8779342723004694,0.863849765258216,0.8779342723004694,0.868544600938967,0.8591549295774646,0.8028169014084506,0.704225352112676,0.6103286384976526,0.5774647887323944,0.5774647887323944,0.5774647887323944
41,0.863849765258216,0.868544600938967,0.8779342723004695,0.8826291079812206,0.8873239436619719,0.868544600938967,0.8591549295774646,0.8169014084507044,0.7464788732394365,0.6150234741784039,0.5774647887323944,0.5774647887323944,0.5774647887323944
51,0.8544600938967136,0.8591549295774646,0.8591549295774646,0.8779342723004695,0.8967136150234741,0.8779342723004695,0.868544600938967,0.8309859154929576,0.7652582159624414,0.6338028169014085,0.5774647887323944,0.5774647887323944,0.5774647887323944
61,0.835680751173709,0.835680751173709,0.8591549295774646,0.8544600938967136,0.8779342723004694,0.868544600938967,0.868544600938967,0.8450704225352114,0.7934272300469484,0.6713615023474179,0.5821596244131455,0.5774647887323944,0.5774647887323944
71,0.8450704225352114,0.8544600938967136,0.8544600938967136,0.8591549295774646,0.868544600938967,0.8779342723004694,0.8779342723004695,0.8591549295774646,0.8028169014084506,0.6995305164319249,0.596244131455399,0.5774647887323944,0.5774647887323944
81,0.8591549295774646,0.8544600938967136,0.868544600938967,0.863849765258216,0.8779342723004694,0.8732394366197184,0.868544600938967,0.8450704225352114,0.8169014084507044,0.7136150234741784,0.5915492957746479,0.5774647887323944,0.5774647887323944
91,0.8591549295774646,0.863849765258216,0.863849765258216,0.868544600938967,0.8779342723004694,0.892018779342723,0.8826291079812206,0.8591549295774646,0.812206572769953,0.7417840375586855,0.6009389671361501,0.5774647887323944,0.5774647887323944
