Run,Seed,Train accuracy,Train time,Train StoppingEpoch,Test accuracy,Test Precision,Test Recall,Test F1 Score,Test MSE,Test MAE,Central test accuracy
1,0,,2.668180465698242,13,0.9391666666666667,0.9466340269277845,0.96675,0.9565862708719851,0.26896579385972624,0.3943055299944808,0.9415
2,1,,3.4812257289886475,13,0.9396666666666667,0.9481789293571254,0.96975,0.9588431590656286,0.2565417429387028,0.37792582998958246,0.9445
3,2,,4.249380350112915,13,0.938,0.9474975466143277,0.9655,0.9564140663694898,0.2532031748268952,0.3680967932434851,0.9413333333333334
4,3,,5.615740060806274,12,0.9376666666666666,0.94640234948605,0.96675,0.9564679693297056,0.25144794405880566,0.365957516814463,0.9413333333333334
5,4,,4.329620122909546,13,0.9368333333333333,0.9453336616596897,0.95975,0.9524872844560228,0.247332618456742,0.35079231735607536,0.9361666666666667
6,5,,4.721450090408325,14,0.9386666666666666,0.9473813621834276,0.96325,0.9552497830668154,0.2511384090446025,0.364033394192921,0.9398333333333333
7,6,,6.066334009170532,13,0.9376666666666666,0.9469548133595285,0.964,0.9554013875123885,0.2521591791670787,0.3629816309587862,0.94
8,7,,4.3658976554870605,13,0.9381666666666667,0.9473942969518191,0.9635,0.9553792761527021,0.24979269832656628,0.361904798217729,0.94
9,8,,4.163506984710693,11,0.9378333333333333,0.948051948051948,0.96725,0.9575547580744957,0.2577755596069506,0.3809448503749006,0.9428333333333333
10,9,,3.8941218852996826,11,0.9378333333333333,0.9461576113558492,0.9665,0.9562206282463517,0.2639253789276392,0.38424349158289056,0.941
