Run,Seed,Train accuracy,Train time,Train StoppingEpoch,Test accuracy,Test Precision,Test Recall,Test F1 Score,Test MSE,Test MAE,Central test accuracy
1,0,,2.393531560897827,61,0.8207547169811321,0.7654320987654321,1.0,0.8671328671328672,1.0915840057511041,0.705745193350065,0.8207547169811321
2,1,,2.2620835304260254,59,0.8584905660377359,0.8051948051948052,1.0,0.8920863309352518,0.9483821939282265,0.5725533471458375,0.8584905660377359
3,2,,2.805527448654175,65,0.8207547169811321,0.7654320987654321,1.0,0.8671328671328672,1.0193497973490868,0.640229947048019,0.8207547169811321
4,3,,3.3535666465759277,66,0.8584905660377359,0.8051948051948052,1.0,0.8920863309352518,0.7497709666553358,0.5742008862584366,0.8584905660377359
5,4,,2.708085060119629,67,0.839622641509434,0.7848101265822784,1.0,0.8794326241134751,0.7151102367294421,0.5749680003964607,0.839622641509434
6,5,,1.8929955959320068,57,0.8301886792452831,0.775,1.0,0.8732394366197184,0.6168753255768066,0.5133078222498189,0.8301886792452831
7,6,,1.7974848747253418,57,0.8301886792452831,0.775,1.0,0.8732394366197184,1.1749144017128037,0.6681296140585549,0.8301886792452831
8,7,,2.031548023223877,59,0.8207547169811321,0.7721518987341772,0.9838709677419355,0.8652482269503546,0.6894180245531928,0.5937880377648256,0.8207547169811321
9,8,,1.9642720222473145,63,0.8018867924528302,0.7733333333333333,0.9354838709677419,0.8467153284671532,1.2290104071711598,0.7051714871826461,0.8018867924528302
10,9,,1.8764019012451172,60,0.8301886792452831,0.782051282051282,0.9838709677419355,0.8714285714285716,1.0455491275739663,0.6573186676600392,0.8301886792452831
