Run,Seed,Train accuracy,Train time,Train StoppingEpoch,Test accuracy,Test Precision,Test Recall,Test F1 Score,Test MSE,Test MAE,Central test accuracy
1,0,,14.726724863052368,130,0.8679245283018868,0.8356164383561644,0.9838709677419355,0.9037037037037038,0.4837152207211885,0.5028054185003745,0.8773584905660378
2,1,,15.123189449310303,128,0.8773584905660378,0.8450704225352113,0.967741935483871,0.9022556390977443,3.6796764664520762,0.8200753784420497,0.8773584905660378
3,2,,12.466773509979248,127,0.8867924528301887,0.8805970149253731,0.9516129032258065,0.9147286821705426,1.703243490318866,0.5783810475180323,0.8962264150943396
4,3,,12.496009588241577,137,0.9056603773584906,0.8939393939393939,0.9516129032258065,0.921875,39.5160285548661,1.4994846686548724,0.9056603773584906
5,4,,12.32472014427185,137,0.8962264150943396,0.8695652173913043,0.967741935483871,0.9160305343511451,25.73456886413446,1.094009483021189,0.8962264150943396
6,5,,11.529102087020874,128,0.9150943396226415,0.8939393939393939,0.9516129032258065,0.921875,27.090529989130967,1.3803529817090507,0.9056603773584906
7,6,,11.650325536727905,123,0.8867924528301887,0.8309859154929577,0.9516129032258065,0.887218045112782,4.583225387751587,0.9365976208772545,0.8584905660377359
8,7,,13.024526357650757,143,0.9245283018867925,0.9193548387096774,0.9193548387096774,0.9193548387096774,3.431285017693222,0.7506359592870503,0.9056603773584906
9,8,,14.65669560432434,162,0.8773584905660378,0.8571428571428571,0.967741935483871,0.909090909090909,1.7017207095753843,0.7055656492485116,0.8867924528301887
10,9,,14.670896530151367,148,0.8867924528301887,0.8787878787878788,0.9354838709677419,0.90625,1.1694680381830607,0.6189919033695003,0.8867924528301887
