Run,Seed,Central test accuracy,Train time,Train StoppingEpoch,Test accuracy,Test Precision,Test Recall,Test F1 Score,Test MSE,Test MAE,Cantral test accuracy
1,0,,2.3576526641845703,59,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8273226665276823,0.6034517952825266,0.8873239436619719
2,1,,2.6293580532073975,60,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8273206028925205,0.6034363945904768,0.8873239436619719
3,2,,2.2580513954162598,59,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8272169407776846,0.6034227644018971,0.8873239436619719
4,3,,2.269847869873047,64,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8275195107610296,0.6033942960711625,0.8873239436619719
5,4,,2.0253794193267822,61,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.827235883307432,0.6034090987768171,0.8873239436619719
6,5,,2.7773115634918213,60,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8273616078529967,0.6034347738384069,0.8873239436619719
7,6,,2.4732072353363037,60,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8272574139326141,0.6034087456721199,0.8873239436619719
8,7,,3.2185959815979004,63,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.827471371137669,0.6033777974922812,0.8873239436619719
9,8,,3.1997005939483643,64,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8275235045971292,0.6033931523569945,0.8873239436619719
10,9,,2.01857852935791,58,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8280775903284788,0.6036848926560652,0.8873239436619719
