Run,Seed,Central test accuracy,Train time,Train StoppingEpoch,Test accuracy,Test Precision,Test Recall,Test F1 Score,Test MSE,Test MAE,Cantral test accuracy
1,0,,3.1920831203460693,48,0.8253968253968254,0.7666666666666667,0.8518518518518519,0.8070175438596491,0.5617966399797099,0.5806532590374399,0.8253968253968254
2,1,,4.449361801147461,50,0.8253968253968254,0.7666666666666667,0.8518518518518519,0.8070175438596491,0.5620357882998976,0.5807695472692694,0.8253968253968254
3,2,,3.3403000831604004,48,0.8253968253968254,0.7666666666666667,0.8518518518518519,0.8070175438596491,0.5618138026112848,0.580655048400375,0.8253968253968254
4,3,,2.999542713165283,48,0.8253968253968254,0.7666666666666667,0.8518518518518519,0.8070175438596491,0.5617854842604492,0.5806589484509388,0.8253968253968254
5,4,,2.792513132095337,51,0.8253968253968254,0.7666666666666667,0.8518518518518519,0.8070175438596491,0.5619623353525727,0.5807427250724092,0.8253968253968254
6,5,,2.6790378093719482,47,0.8253968253968254,0.7666666666666667,0.8518518518518519,0.8070175438596491,0.5619963894167149,0.5807633675842228,0.8253968253968254
7,6,,2.594341993331909,48,0.8253968253968254,0.7666666666666667,0.8518518518518519,0.8070175438596491,0.5618404576602739,0.5806843059469667,0.8253968253968254
8,7,,2.580045461654663,48,0.8253968253968254,0.7666666666666667,0.8518518518518519,0.8070175438596491,0.5618177151800408,0.5806628164533735,0.8253968253968254
9,8,,3.4821889400482178,48,0.8253968253968254,0.7666666666666667,0.8518518518518519,0.8070175438596491,0.561716447449403,0.580600515269908,0.8253968253968254
10,9,,2.559443473815918,48,0.8253968253968254,0.7666666666666667,0.8518518518518519,0.8070175438596491,0.561810688304581,0.580629315015476,0.8253968253968254
