Run,Seed,Central test accuracy,Train time,Train StoppingEpoch,Test accuracy,Test Precision,Test Recall,Test F1 Score,Test MSE,Test MAE
1,0,0.8873239436619719,13.753860712051392,59,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8272022712737438,0.6034169429771781
2,1,0.8873239436619719,12.894005298614502,60,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8273430931145239,0.6034381946777096
3,2,0.8873239436619719,11.610386610031128,60,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.827259891210894,0.6034231089114931
4,3,0.8873239436619719,10.712948560714722,58,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8280077995334806,0.6036949270126697
5,4,0.8873239436619719,13.158044815063477,64,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.827450702378484,0.6033700846644412
6,5,0.8873239436619719,12.197089910507202,60,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8271636145209338,0.6033968091599071
7,6,0.8873239436619719,10.984593152999878,58,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8279417867570237,0.6036397684420635
8,7,0.8873239436619719,11.771443843841553,59,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.8273051579751872,0.6034340231257855
9,8,0.8873239436619719,13.197344303131104,64,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.827468400905553,0.6033868598008125
10,9,0.8873239436619719,10.473485231399536,58,0.8873239436619719,0.8367346938775511,1.0,0.9111111111111111,0.828005222691359,0.6036643568441645
