Run,Seed,Central test accuracy,Train time,Train StoppingEpoch,Test accuracy,Test Precision,Test Recall,Test F1 Score,Test MSE,Test MAE
1,0,0.8679245283018868,9.81033444404602,70,0.8490566037735849,0.8428571428571429,0.9516129032258065,0.8939393939393939,0.5988702076950981,0.5568790654338592
2,1,0.8679245283018868,10.512619972229004,65,0.8490566037735849,0.8428571428571429,0.9516129032258065,0.8939393939393939,0.5987113183296688,0.5568529798153327
3,2,0.8679245283018868,8.874842166900635,65,0.8490566037735849,0.8428571428571429,0.9516129032258065,0.8939393939393939,0.5989203948399247,0.5569195353919207
4,3,0.8679245283018868,8.073886394500732,68,0.8490566037735849,0.8428571428571429,0.9516129032258065,0.8939393939393939,0.5988978610591419,0.5568893762980254
5,4,0.8679245283018868,9.136489391326904,66,0.8490566037735849,0.8428571428571429,0.9516129032258065,0.8939393939393939,0.5988103368830556,0.5568802822917797
6,5,0.8679245283018868,11.052618503570557,65,0.8490566037735849,0.8428571428571429,0.9516129032258065,0.8939393939393939,0.5988841137436899,0.5569038423090429
7,6,0.8679245283018868,7.0090765953063965,65,0.8490566037735849,0.8428571428571429,0.9516129032258065,0.8939393939393939,0.5987113494756693,0.5568435298882631
8,7,0.8679245283018868,7.297868013381958,65,0.8490566037735849,0.8428571428571429,0.9516129032258065,0.8939393939393939,0.5987482651761407,0.5568713117114594
9,8,0.8679245283018868,7.89841365814209,69,0.8490566037735849,0.8428571428571429,0.9516129032258065,0.8939393939393939,0.5990255451517379,0.556924153403322
10,9,0.8679245283018868,7.044697046279907,65,0.8490566037735849,0.8428571428571429,0.9516129032258065,0.8939393939393939,0.598851859408193,0.5568991806208659
