Run,Seed,Central test accuracy,Train time,Train StoppingEpoch,Test accuracy,Test Precision,Test Recall,Test F1 Score,Test MSE,Test MAE,Cantral test accuracy
1,0,,5.461223363876343,13,0.9373333333333334,0.9474330631294522,0.96425,0.9557675628794449,0.25357859045078507,0.3675726536831395,0.9405
2,1,,4.981630325317383,13,0.9373333333333334,0.9474330631294522,0.96425,0.9557675628794449,0.253570408077018,0.3675577296269799,0.9405
3,2,,6.497721433639526,13,0.9373333333333334,0.9474330631294522,0.96425,0.9557675628794449,0.2535778326543492,0.36757459374841694,0.9405
4,3,,4.763025283813477,13,0.9373333333333334,0.9474330631294522,0.96425,0.9557675628794449,0.253583497065133,0.36758110709734504,0.9405
5,4,,8.14231014251709,13,0.9373333333333334,0.9474330631294522,0.96425,0.9557675628794449,0.25357658713596437,0.367572460192251,0.9405
6,5,,9.27838397026062,13,0.9373333333333334,0.9474330631294522,0.96425,0.9557675628794449,0.253584389269995,0.3675823447784293,0.9405
7,6,,6.958088636398315,13,0.9373333333333334,0.9474330631294522,0.96425,0.9557675628794449,0.25359066653698553,0.36759601844389195,0.9405
8,7,,7.017058372497559,13,0.9373333333333334,0.9474330631294522,0.96425,0.9557675628794449,0.25358145008076555,0.3675818228287601,0.9405
9,8,,6.145078659057617,13,0.9373333333333334,0.9474330631294522,0.96425,0.9557675628794449,0.25358022148217,0.36757641166254856,0.9405
10,9,,5.021321535110474,13,0.9373333333333334,0.9474330631294522,0.96425,0.9557675628794449,0.25357419086817085,0.3675605552819652,0.9405
