Run,Seed,Train accuracy,Train time,Train StoppingEpoch,Test accuracy,Test Precision,Test Recall,Test F1 Score,Test MSE,Test MAE,Central test accuracy
1,0,,6.727218389511108,79,0.9532163742690059,0.9661016949152542,0.9047619047619048,0.9344262295081968,0.19921000241196887,0.3317442351743883,0.9532163742690059
2,1,,6.374550104141235,73,0.9766081871345029,0.9833333333333333,0.9365079365079365,0.9593495934959351,0.1770046421368984,0.31173475710719045,0.9707602339181286
3,2,,6.434839963912964,66,0.9649122807017544,0.9666666666666667,0.9206349206349206,0.943089430894309,0.1977450893821354,0.3204275991586299,0.9590643274853801
4,3,,7.397747755050659,77,0.9590643274853801,0.9824561403508771,0.8888888888888888,0.9333333333333333,0.2009229550064154,0.3357337157796921,0.9532163742690059
5,4,,6.503314256668091,69,0.9532163742690059,0.9375,0.9523809523809523,0.9448818897637795,0.20805103854181378,0.33584134075989464,0.9590643274853801
6,5,,6.6552393436431885,73,0.9649122807017544,1.0,0.9047619047619048,0.9500000000000001,0.20617396286597836,0.3443544331792945,0.9649122807017544
7,6,,6.492923021316528,72,0.9649122807017544,0.9830508474576272,0.9206349206349206,0.9508196721311476,0.1948952920567666,0.32886643662278947,0.9649122807017544
8,7,,6.6921820640563965,70,0.9590643274853801,0.9827586206896551,0.9047619047619048,0.9421487603305785,0.20444968858794235,0.3405595976953002,0.9590643274853801
9,8,,7.644667625427246,82,0.9532163742690059,0.9661016949152542,0.9047619047619048,0.9344262295081968,0.1960210535868437,0.3290908222092458,0.9532163742690059
10,9,,7.524515390396118,85,0.9532163742690059,0.9666666666666667,0.9206349206349206,0.943089430894309,0.19308953160794537,0.32437700652958973,0.9590643274853801
