Run,Seed,Central test accuracy,Train time,Train StoppingEpoch,Test accuracy,Test Precision,Test Recall,Test F1 Score,Test MSE,Test MAE
1,0,0.9649122807017544,7.552067518234253,79,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.16302541106022464,0.30299160488533267
2,1,0.9649122807017544,8.828693151473999,79,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.16295986254813283,0.30328651900801545
3,2,0.9649122807017544,7.9547858238220215,71,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.1653792160672067,0.3048232545163696
4,3,0.9649122807017544,7.044620990753174,80,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.16297418293331298,0.30326529116069384
5,4,0.9649122807017544,6.947403907775879,73,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.16475615436911106,0.30448747739973847
6,5,0.9649122807017544,10.632255792617798,79,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.16312852082125404,0.3032928180978313
7,6,0.9649122807017544,10.800522565841675,79,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.16337420962223714,0.3033499860012964
8,7,0.9649122807017544,10.190142393112183,79,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.1631778947912989,0.3032363090790174
9,8,0.9649122807017544,8.727352142333984,72,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.16503807792881503,0.3045523171528732
10,9,0.9649122807017544,7.625937461853027,81,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.16284586940690976,0.3027933700805025
